app_id,app_pkg,app_name,category_id,data_safety_content,privacy_policy_content,result,,
210,com.symbols24.androidapp,24symbols – online books,3,"{'data_shared': [], 'data_collected': [{'category': 'Photos and videos', 'sub_info': [{'data_type': 'Photos', 'purpose': 'Personalization', 'optional': True}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'Other user-generated content', 'purpose': 'App functionality - Analytics - Personalization', 'optional': True}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics - Developer communications - Personalization', 'optional': False}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'App functionality - Analytics', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'App functionality - Analytics', 'optional': False}, {'data_type': 'Other app performance data', 'purpose': 'App functionality - Analytics - Advertising or marketing', 'optional': False}]}, {'category': 'Personal info', 'sub_info': [{'data_type': 'Name', 'purpose': 'Developer communications - Personalization', 'optional': True}, {'data_type': 'Email address', 'purpose': 'App functionality - Analytics - Developer communications - Personalization - Account management', 'optional': False}, {'data_type': 'User IDs', 'purpose': 'App functionality - Analytics - Developer communications - Personalization - Account management', 'optional': False}, {'data_type': 'Other info', 'purpose': 'App functionality - Analytics - Personalization', 'optional': True}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}]}","Data Share:
BestSharer S.L. shares personal information within affiliated companies, provided the user has given explicit approval. It can also be shared to provide the requested services, enforce the terms and conditions, comply with laws and regulations, manage disputes with financial entities requiring reader behaviour data, in the event of a transfer of 24symbols' ownership, for advertising audits, and to share usage data with third-party recommendation engines for personalized services. The privacy policy stipulates no sharing of personally identifying information, except within the stipulated contexts. However, activating 24symbols social reading capabilities can make the account name of the used social network visible to other users. Information may also be transferred for processing on servers in other countries, in compliance with the privacy policy and applicable laws.
Data Collect:
BestSharer S.L., owner of the 24symbols brand, collects personal information from users to communicate regarding services and to improve their products and offerings. Such information includes name, email address, phone number, gender, age, and other optional data provided by the user. Automated collection includes activity on the 24symbols services, details of interaction (like registration time, subscription time etc.), payment details (minimized to last four digits of payment card and transaction details), interactions with the support service, and data about the devices used for accessing the service. Information obtained through cookies is also part of their data collection. If users opt to use the social capabilities on 24symbols, their social network username and interaction will also be stored.","{""inconsistent"": 1}",,
211,com.Readerlink.BookFinder,BookFinder,3,"{'data_shared': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality', 'optional': False}]}], 'data_collected': [], 'security_practices': [{'category': 'Data isn’t encrypted', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
ReaderLink does not sell, trade, or transfer your personal information to third parties, except in certain circumstances. We may disclose your personal information to our third-party service providers to facilitate, provide, or analyze our FieldLinkTPS website. These service providers are responsible for their own data protection compliance. If you're a California resident, you can request information about our disclosure of certain categories of personal information to third parties for their direct marketing purposes. We've not sold consumers’ personal information in the past twelve months.
Data Collect:
ReaderLink collects personal information when you register an account, request information, email, or interact with us, including your name, email address, and zip code. This will be used to contact or alert you about updates and changes to our Privacy Policy and to our FieldLinkTPS Service application. We also automatically collect Log Data such as your computer’s IP address, browser version, time and date of the visit, and other statistics when you visit our Service. This information is collected via tracking technologies like cookies, web beacons, pixels, social media widgets, and other data recording tools. Cookies enable us to navigate from page to page, provide secure connections, gather statistics about usage, and remember user preferences during future visits.","{""inconsistent"": 0}",,
212,com.main.ultimateframedata,Ultimate Frame Data,3,"{'data_shared': [], 'data_collected': []}","Data Share:
The application may link to third-party websites, online services, or mobile applications that are not affiliated, implying no endorsement by the application. Any data shared with these third parties is not covered by this privacy notice. The application is not responsible for the content, or privacy and security practices and policies of any third parties. You should review the policies of such third parties and contact them directly to respond to your questions.
In some regions, like the European Economic Area (EEA), UK, and Canada, you have rights that allow you greater access to and control over your personal information. You may review, change, or terminate your account at any time. You have the right to withdraw your consent at any time for the processing of your personal information.
If you are a California resident, you can request and obtain information about categories of personal information disclosed to third parties for direct marketing purposes. Individuals under 18 who reside in California and have a registered account with Services can request the removal of unwanted data posted on the Services.
Data Collect:
The application uses cookies and similar tracking technologies to collect and store your information. Personal information is kept as long as necessary to fulfill the purposes outlined in this privacy notice unless otherwise required by law. Once there is no ongoing legitimate business need to process your personal information, it is either deleted or anonymized if possible. Otherwise, it is securely stored and isolated from any further processing until deletion is possible.
However, despite the safeguards, electronic transmission over the Internet or information storage technology cannot be guaranteed to be 100% secure. Therefore, the transmission of personal information to and from the Services is at your own risk.
The application does not knowingly collect data from or market to children under 18 years of age. If it's learned that personal information from users less than 18 years of age has been collected, the account will be deactivated, and measures will be taken to promptly delete the data.
Changes to privacy notice are made as required to stay compliant with relevant laws. Users are encouraged to regularly review the notice to be informed of how their information is being protected.","{""inconsistent"": 1}",,
213,com.offlinequranmp3.yasseraldosaristereo,Yasser Al Dosari MP3 Quran Off,3,"{'data_shared': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
Personal Data collected by the Quran Mp3 Offline application may be shared in a number of ways. This could include sharing with technical service providers, communications agencies, hosting providers, and IT companies appointed by the Owner to facilitate the Application's services. Geographic position, Cookies, and Usage Data could also be shared with third party services such as with Facebook if permissions are granted by the user. Additionally, the Application's content commenting feature enables users to share comments via Facebook.
Data Collect:
The Quran Mp3 Offline application collects Personal Data, either directly or through third parties. Types of data collected include the user's Geographic position, Cookies, and Usage Data. This collection may occur automatically when the user uses the Application or may be manually provided by the user. The Application may use cookies or tracking tools to identify users and remember their preferences, solely for providing the service requested by the user.
The Application also seeks permissions from users to collect information from their Facebook account, such as id, name, picture, gender, locale, check-ins, email, likes, photos and publish app activity. For providing location-based services, the application may collect, use, and share User’s location data if explicit authorization has been provided. The Application may also collect additional Personal Data described in other sections of the privacy policy or in a dedicated explanation text during the Data collection process.","{""inconsistent"": 1}",,
214,com.bambooks,Bambooks,3,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}]}","Data Share:
When it comes to sharing your data, we do not sell, trade, or transfer your Personally Identifiable Information to outside parties unless we provide users with advance notice. This does not include website hosting partners and other parties who assist us in operating our website, conducting our business, or serving our users, with the condition that these parties agree to keep your information confidential. Non-personally identifiable visitor information may be provided to other parties for marketing, advertising, or other uses. Features like Google and Facebook Login/ Sign up are governed by the privacy policy of the company providing them.
Data Collect:
This section of our privacy policy describes how we collect your 'Personally Identifiable Information' (PII). PII can identify, contact or locate a single person or can be used to identify an individual in context. We collect your name, email address, phone number or other relevant details when you register on our site, make a purchase, subscribe to our newsletter, respond to a survey or marketing communication, surf the website, or use site features. This includes features such as Google and Facebook Login/Sign up which collect your IP address and may set cookies.","{""inconsistent"": 0}",,
215,com.qamarapps.quran13line,Quran 13 Line,3,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data isn’t encrypted', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}, {'category': 'Committed to follow the Play Families Policy', 'sub_info': []}]}","Data Share:
We do not sell, trade, or transfer your Personally Identifiable Information to outside parties without providing users with advance notice. This excludes website hosting partners and other parties assisting us in operating our website and conducting our business, provided these parties agree to keep this information confidential. We may release information when its release is necessary to comply with the law, enforce our site policies, or protect our or others’ rights, property, or safety. However, non-personally identifiable visitor information could be provided to other parties for marketing, advertising, or other uses. Our site does not permit third-party behavioral tracking.
Data Collect:
We collect personal information from visitors to our blog, website, or application when they order or register on our site. As appropriate, users may be asked to enter their email address or other details to enhance their experience. We gather information when you complete a form, open a Support Ticket, enter information on our site, or play audio. We use this information in various ways such as to personalize your experience, respond to customer service requests, or for security measures. All sensitive/credit information you supply is encrypted via Secure Socket Layer (SSL) technology. Transactions are processed through a third-party gateway provider, not stored or processed on our servers. It's important to note that we do not specifically target children under 13, nor do we permit any third parties, including ad networks or plugins, to collect PII from children under this age.","{""inconsistent"": 1}",,
216,com.plotgen.rramirez.plotgenerator,Auctor: Character Generator,3,{},"Data Share:
Character Generator: Develop your story characters may disclose your Personal Data in good faith when it's necessity to comply with legal obligations, protect and defend rights or property of Character Generator: Develop your story characters, prevent or investigate possible wrongdoing in connection with the Service, protect the personal safety of users of  the Service or the public, and protect against legal liability.
Your information including Personal Data may be transferred to - and maintained on - computers located outside of your state, province, country or other governmental jurisdiction where the data protection laws may differ.
If you are located outside Indonesia and provide information to us, understand that we transfer the data, including Personal Data, to Indonesia to process it there. Your consent to this Privacy Policy followed by your submission of such information represents agreement to that transfer. No transfer of your Personal Data will take place to an organisation or a country unless there are adequate controls in place including the security of your data and other personal information.
Data Collect:
When you use our Service, we may request you to provide us with personally identifiable information that can be used to contact or identify you (""Personal Data""). This information may include, but is not limited to: Email address, First name, Last name, Phone number, Address, State, Province, ZIP/Postal code, and City.
When you access the Service with a mobile device, we may collect automatically certain information including, but not limited to, the type of mobile device you use, your mobile device unique ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browser you use, unique device identifiers and other diagnostic data (""Usage Data"").
We use cookies and similar tracking technologies to track the activity on our Service and hold certain information. Cookies are files with a small amount of data which may include an anonymous unique identifier. They are sent to your browser from a website and stored on your device.
We may employ third party companies and individuals to facilitate our Service (""Service Providers""), provide the Service on our behalf, perform Service-related services or assist us in analysing how our Service is used. These third parties have access to your Personal Data only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose.","{""inconsistent"": 1}",,
217,com.jstranslateapp.bisayaenglish,Bisaya English Translator,3,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}]}","Data Share:
- Personal Information: We do not store Personal Information and therefore we do not disclose your Personal Information.
- Non-Personal Information: We may disclose Non-Personal Information to our trusted partners who comply with this privacy policy and the relevant privacy laws. We do not combine Non-Personal Information with Personal Information.
- Third-Party Sites and Services: Our application and services may contain links to third-party websites, products, and services. Data collected by third parties, which may include things like location data or contact details, is governed by their privacy practices.
- Third-Party Sites: The Applications, the Services, and the Site access third party information. We aren't responsible for the privacy practices of third-party websites, even if they are linked to or accessible from our application.
- Advertising and Promotion: We promote our own applications and services through various channels, including within other apps and websites, and through email marketing.
Data Collect:
- Personal Information: We may collect personal information from our users to provide a personalized, useful and efficient experience, including social network's personal information.
- Non-Personal Identification: We may collect non-personal identification information about installed applications, application usage information and device information.
- EU User Consent Policy: We obtain consent from users in the European Economic Area (EEA) to use cookies or other local storage, and to use personal data (like Ad ID) to serve ads.
- Third Party Service Providers: While using our Service, we may need you to provide us with personally identifiable information which is only retained on your device and not collected by us.
- Collected Information Usage: We use collected personal and non-personal information to personalize user experience, improve our services, for promotion purposes, and to send related emails or messages.
- Children’s Privacy: Our Services are not directed to persons under 13. We rely on Google Services to get user information, ensuring to offer services to users above the age of 13.
- Sensitive Information: We ask that no sensitive Personal Information be sent on or through an Application, the Services, or the Site or otherwise to us.","{""inconsistent"": 1}",,
218,com.smartbibles.mbivilia,Mbivilia ( Kamba Bible),3,"{'data_shared': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Advertising or marketing', 'optional': False}]}], 'data_collected': [{'category': 'Personal info', 'sub_info': [{'data_type': 'Phone number', 'purpose': 'App functionality - Account management', 'optional': True}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'Other user-generated content', 'purpose': 'App functionality', 'optional': True}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
- Smartbibles may share your data to comply with legal obligations, protect and defend the rights of Smartbibles, prevent or investigate wrongdoing associated with the Service, protect the personal safety of Service users or the public, and to protect against legal liability.
- Personal Data, including notes, bookmarks, and favorite verses may be transferred and maintained on computers located in different jurisdictions.
- Third-party service providers may be used to monitor and analyze the use of the Service.
- Personal Data won't be transferred unless it's necessary by law, it will be done with user consent.
- Phone number is sent to https://apis.smartbs.co.ke for verification and OTP generation.
Data Collect:
- Smartbibles collects email address, phone number, advertising ID, cookies, and usage data.
- User Generated App Content is also collected.
- Mobile device and browser details provided by the user may be collected.
- Data from the app, such as notes, bookmarks, and favorite verses, are collected and backed up in the servers for premium users.
- Information collected with the usage of service includes IP addresses, browsing data and diagnostic data.
- Smartbibles uses cookies to track activity and remember preferences.
- Data collection aims at maintaining, providing, and improving the service.","{""inconsistent"": 1}",,
219,com.americanreading.Bookshelf,ARC Bookshelf,3,"{'data_shared': [], 'data_collected': [{'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Installed apps', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Other app performance data', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'Personal info', 'sub_info': [{'data_type': 'Name', 'purpose': 'App functionality - Account management', 'optional': False}, {'data_type': 'Email address', 'purpose': 'App functionality - Analytics - Account management', 'optional': False}, {'data_type': 'User IDs', 'purpose': 'App functionality - Account management', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}, {'category': 'Committed to follow the Play Families Policy', 'sub_info': []}]}","Data Share:
Bookshelf secures students' data access and only permits students, teachers, and administrators granted permission by the district to access it. American Reading Company does not share Bookshelf data with third parties unless instructed by district administration. While aggregated information about book usage is provided to publishers, this does not include specific student, school, or district information. Bookshelf does not contain advertising, and no collected data is used to drive targeted advertising.
Data Collect:
American Reading Company collects data for rostering students and classrooms in Bookshelf. The information collected includes name, username, password (with encryption), district identifier, school assignment, classroom assignment, IP address, and IDs for different log in systems. For educators specifically, email addresses are collected. For students, additional data including date of birth, gender, ethnicity, Title I Status, Special Education Status, English Learner Status, and student performance data may be collected. The data is not collected directly from students or family members, rather from school or district administrators and teachers via different formats and mechanisms.","{""inconsistent"": 1}",,
220,com.AutoDataNet.app,Auto-Data.net,3,"{'data_shared': [], 'data_collected': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'App functionality - Analytics - Fraud prevention - security - and compliance', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'App functionality - Analytics - Fraud prevention - security - and compliance', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Fraud prevention - security - and compliance', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
Auto-Data.net does not share your personal data publicly. When you visit the site, some information may be automatically recorded from your device, including IP address, browser type, and access times. This is done to enhance your experience and provider safety and security. Your information will be stored on servers within the European Union.
Third-party services such as Google Analytics are used to analyze how users interact with the site. Google Analytics uses cookies to assess site usage and activity - this information will be transmitted to Google servers in the United States. Data may be stored in cookies when you log into your account, including your username and hashed password.
In the context of advertising, third-party companies may store information about your visits to Auto-Data.net and other websites to provide relevant advertisements about goods and services. These companies may use cookies and other identifiers to measure advertising effectiveness.
Data Collect:
Auto-Data.net collects your email address, username, password, and IP address. The email address is retained to secure your account and provide high-quality support as needed. Your username and password are collected to facilitate account logins. Your IP address is processed to deter ""spam""-like behavior.
Automatic data collection also occurs when you visit the site, including recording from your device, web pages visited before and during your time on the site, and the dates and times of your visits.
If you create an account, your email, username, and password are held for 24 hours pending email confirmation. If no response is received after 24 hours, this data is permanently deleted. Once confirmed, your personal data is kept for 60 months after your last use of your account.
Furthermore, if you use the contact form on the site, your email address is processed to provide a quality support experience.","{""inconsistent"":1}",,
221,com.feritgezgil.nutuk,NUTUK / SÖYLEV,3,"{'data_shared': [], 'data_collected': []}","Data Share:
1. Information Transfer: Your information, including Personal Data, can be transferred and maintained on computers located outside of your jurisdiction where data protection laws may differ.
2. Service Providers: Third-party companies and individuals may have access to your Personal Data to facilitate our Service, but are obligated not to disclose or use it for other purposes.
3. Legal Requirements: Your Personal Data may be disclosed to comply with a legal obligation, protect and defend our rights or property, prevent or investigate possible misconduct related to the Service, ensure your safety or the public, and to safeguard against legal liability.
4. Advertising: Third-party Service Providers, such as Google AdSense & DoubleClick Cookie and AdMob by Google, may use your data to show advertisements relevant to you.
Data Collect:
1. Personal Data: We may ask for personally identifiable information, including Email address, First and Last name, Phone number, and physical address, while you use our Service.
2. Usage Data: When you access the Service with a mobile device, we automatically collect specific information including the type of mobile device you use, your mobile device unique ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browser you use, unique device identifiers and other diagnostic data.
3. Tracking & Cookies Data: We use cookies and similar tracking technologies to monitor the activity on our Service and to improve and analyse our Service. Information such as session details, preference, security-related, and advertisement data might be stored.
4. Other: Our Service might contain links to other sites not controlled by us - when you access third-party links, your data might be governed under their privacy policies. Your data is also used for providing customer service, analyzing Service usage, and addressing technical issues.","{""inconsistent"": 1}",,
222,com.molatra.trainchinese,trainchinese Dictionary,3,"{'data_shared': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Advertising or marketing', 'optional': False}]}], 'data_collected': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Advertising or marketing', 'optional': False}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
Trainchinese BV does not sell, trade or rent Personally Identifiable Information collected on the site. User's personal details are kept on the company's servers in a manner that can only be accessed by the user, identified by their username and password. While the app versions and device information are stored on the server, this data is used to create an anonymous token that identifies the device. It's essential for synchronizing multiple devices and troubleshooting. Should the user request, Trainchinese BV will delete their account and associated server data, but any public contributions to discussions will retain the user’s trainchinese username.
Data Collect:
When users register at trainchinese, personal details are collected to create an account. This can include voluntary information such as name, country of residence, languages spoken and level of Chinese. The site also collects website usage details, information about the user's computer and internet connection, the type and version of the browser and operating system used, and the URL of the linking page if arriving via a link from another website. The app keeps detailed information on the vocabulary learned by the user and their training activities. Functionalities such as Optical Character Recognition (OCR) and speech recognition require images and audio to be captured and processed respectively. In case of purchases or transactions, the services of third parties are employed to process credit card payments securely, meaning Trainchinese BV does not have direct access to credit card data.","{""inconsistent"": 0}",,
223,com.telugubible,Jesus Telugu Songs Book,3,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
- We do not sell, trade, or transfer your Personally Identifiable Information to outside parties.
- Occasionally, we may include or offer third-party products or services on our website that have their own privacy policies.
- We use Google AdSense Advertising and Google uses cookies to serve ads based on user's visits to other sites. Users can opt-out of this through Google Ad Settings or other provided options.
- We work with vendors like Google, using first-party and third-party cookies, to compile data about user interactions with ads and other functions.
Data Collect:
- We collect Personally Identifiable Information to better serve users in accordance with our website. This may be required when ordering or registering, or provided voluntarily by you.
- Information is collected when you register, make a purchase, sign up for newsletter, respond to surveys or marketing communications, or use other site features.
- We do not use vulnerability or Malware scanning, nor collect credit card numbers. All information we collect is submitted by users voluntarily.
- Google, a third-party vendor, uses cookies to serve ads based on user's previous site visits..
- Our website respects Do Not Track signals and does not use advertising, plant cookies, or allow third-party behavioral tracking when a DNT browser mechanism is in place.
- We collect email addresses to send information, respond to inquiries or other requests or questions, with user's agreement and in accordance with CANSPAM laws. Users can opt-out at any time.","{""inconsistent"": 1}",,
224,com.yahoo.mobile.client.android.search,Yahoo Search,3,"{'data_shared': [{'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance', 'optional': False}, {'data_type': 'In-app search history', 'purpose': 'App functionality - Analytics - Advertising or marketing - Personalization', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Account management', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics - Advertising or marketing - Account management', 'optional': False}]}], 'data_collected': [{'category': 'Photos and videos', 'sub_info': [{'data_type': 'Photos', 'purpose': 'App functionality - Personalization - Account management', 'optional': True}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'Personal info', 'sub_info': [{'data_type': 'Name', 'purpose': 'App functionality - Developer communications - Personalization - Account management', 'optional': True}, {'data_type': 'Email address', 'purpose': 'App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management', 'optional': True}, {'data_type': 'User IDs', 'purpose': 'App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management', 'optional': True}, {'data_type': 'Phone number', 'purpose': 'App functionality - Analytics - Fraud prevention - security - and compliance - Account management', 'optional': True}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance', 'optional': False}, {'data_type': 'In-app search history', 'purpose': 'App functionality - Analytics - Advertising or marketing - Personalization', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Account management', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics - Advertising or marketing - Account management', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
1. Search Services: Yahoo may share collected user data, including search queries, IP address, unique browser identifiers, and interactions with search partners. These partners could use the data for ad relevance, search product enhancement, fraud prevention on sponsored search results, and research.
2. Assistants: Yahoo may share data collected through Assistants, including conversations, interactions, Yahoo ID, and account information. This could be shared with third-party services interacting with the Assistants, including the user's account with the third-party, user ID, name, photo, phone number, email, and device information.
3. Yahoo Shopping: When making a purchase, the merchant receives customer personal information directly. Yahoo Shopping does not collect or use this data.
Data Collect:
1. Search Services: Yahoo collects information when a user conducts a search. This includes user's search queries, individual search history, search result clicks, and data from private results. Yahoo also uses image recognition to facilitate image searches and collects data from tracking URLs in search results.
2. Assistants: Yahoo collects user data through its Assistants, which include user conversations, interactions, Yahoo ID, and associated account information. Additional data may also be collected from third-party services interacting with the Assistants, including account and device information of the user.
3. Yahoo Shopping: Shopping data collection is carried out by PriceGrabber. When a purchase is made from a merchant, the merchant asks for personal data including name, shipping and billing addresses, email, telephone number, and credit card details.","{""inconsistent"": 1}",,
225,ru.vlcoins.catalog,Maktun: coin and note search,3,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
- Service Providers: Third-party companies and individuals are hired to facilitate our Service. They have access to your Personal Data only to perform these tasks and are not allowed to disclose or use it for any other purpose.
- Analytics: The use of third-party Service Providers, like Google Analytics, is made to monitor and analyze the use of our Service.
- Transfer Of Data: Personal Data might be transferred and maintained on computers located outside your jurisdiction where data protections laws may differ.
- Disclosure Of Data: Personal Data may be disclosed in necessary scenarios such as legal obligations, protecting Albuca OU’s property rights, preventing potential wrongdoing, ensuring user safety, or guarding against legal liability.
Data Collect:
- Personal Data: While using the application, certain personal information may be demanded for contacting or identification purposes. This may include:
- Email address
- First name and last name
- Password
- Profile settings: currency, country, application language
- Facebook or Google ID
- Coin pictures, data about your coin collection
- Usage Data: There is information collection about how the service is accessed and used. Information like your computer's IP address, browser type, browser version, the pages of our Service that you visit, the time and date of your visit, the time spent on those pages, unique device identifiers, and other diagnostic data is included.
- Tracking & Cookies Data: To track the activity on our Service and hold certain information, cookies and similar tracking technologies are used. Different types of cookies used are Session Cookies, Preference Cookies and Security Cookies.
- Account removal: On account deletion request, Personal Data, information about your collections and coins is deleted.","{""inconsistent"": 1}",,
